StartDate,EndDate,Progress,Duration (in seconds),Finished,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_9_TEXT,Q4,Q4_5_TEXT,Q5,Q5_6_TEXT,Q5_7_TEXT,Q6,Q7,Q7_9_TEXT,Q8,Q9,Q9_9_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_6_TEXT,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
4/12/25 16:40,4/14/25 23:03,100,195745,TRUE,,,,,42.3388,-71.0726,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,,"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/15/25 3:24,4/15/25 3:27,100,171,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,Other: [text entry],Project management,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E",,Occasionally (few times a week),"Writing assistance,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Personal interest,Specific project needs",,Cost,,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekday afternoons,Weekend mornings,Weekend afternoons","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Moderately interested,Extremely interested,Very interested,Very interested,Very interested,Very interested,Extremely interested,Very interested,I’m hoping to learn about the contemporary evolution of ai in detail
4/15/25 3:41,4/15/25 3:42,100,57,TRUE,,,,,42.415,-71.1061,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Some experience,ChatGPT,,Regularly (daily),Learning new topics,,Slightly interested,Career advancement,,Location/transportation,,Online only,2 hours,Weekday evenings,Unsure,5-Apr,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Slightly interested,Moderately interested,Very interested,Slightly interested,
4/15/25 8:17,4/15/25 8:20,100,171,TRUE,,,,,42.3603,-71.0818,anonymous,EN,45 - 54,Male,Other: [text entry],Philanthropy,Professional,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,AI music generation tools",,Occasionally (few times a week),"Academic research,Writing assistance,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation,Scheduling conflicts",,Online only,1.5 hours,Weekday afternoons,Unsure,3-Feb,Not interested,Slightly interested,Very interested,Very interested,Not interested,Slightly interested,Not interested,Not interested,Very interested,Moderately interested,AI for common administrative tasks in any organization
4/15/25 8:40,4/15/25 8:46,100,342,TRUE,,,,,37.6873,-121.8957,anonymous,EN,25 - 34,Male,"Computer Science/IT,Arts/Design",,Other: [text entry],Grad student. Alumni,Other U.S. location,San Francisco ,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Occasionally (few times a week),"Writing assistance,Programming/coding,Professional work",,Extremely interested,"Career advancement,Personal interest",,"Cost,Location/transportation,Lack of prerequisites",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday afternoons,Weekday evenings","Yes, definitely",5-Apr,Extremely interested,Moderately interested,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Extremely interested,Extremely interested,
4/15/25 9:25,4/15/25 9:26,100,101,TRUE,,,,,42.3162,-71.1198,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Personal interest,Staying current with technology,Specific project needs",,"Time constraints,Lack of prerequisites",,Online only,1.5 hours,Weekday afternoons,"Yes, definitely",5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/15/25 9:25,4/15/25 9:29,100,184,TRUE,,,,,42.3162,-71.1198,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Scheduling conflicts",,In-person only,1.5 hours,Weekday evenings,Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/15/25 11:01,4/15/25 11:06,100,276,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,AI video generation tools,Other: [text entry]","voiceflow, vercel",Regularly (daily),"Academic research,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Scheduling conflicts",,In-person only,1.5 hours,"Weekday afternoons,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Very interested,Extremely interested,Very interested,Very interested,Slightly interested,Extremely interested,Very interested,Extremely interested,
4/15/25 14:28,4/15/25 14:31,100,152,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding",,Moderately interested,"Academic requirements,Career advancement",,"Cost,Time constraints",,In-person only,2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,
4/15/25 14:53,4/15/25 14:59,100,329,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Personal organization,Learning new topics",,Moderately interested,"Career advancement,Staying current with technology",,Time constraints,,Hybrid (mix of online and in-person),2 hours,Weekend afternoons,Unsure,3-Feb,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Slightly interested,Slightly interested,Moderately interested,Very interested,
4/15/25 15:41,4/15/25 15:43,100,146,TRUE,,,,,42.3253,-71.0951,anonymous,EN,,,,,,,,,,Some experience,"ChatGPT,Claude",,Extensively (multiple times daily),"Writing assistance,Programming/coding,Learning new topics",,Moderately interested,Staying current with technology,,Cost,,Online only,1 hour,Weekday afternoons,Unsure,Just 1,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/15/25 15:59,4/15/25 16:01,100,136,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Specific project needs",,"Time constraints,Lack of prerequisites,Scheduling conflicts",,In-person only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/15/25 17:26,4/15/25 17:28,100,165,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,Midjourney",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,"Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,NA
4/15/25 18:11,4/15/25 18:31,100,1199,TRUE,,,,,42.428,-71.0618,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Programming/coding,Creative projects",,Very interested,Staying current with technology,,Location/transportation,,Hybrid (mix of online and in-person),1.5 hours,Weekday mornings,"Yes, definitely",6 or more,Extremely interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,
4/15/25 22:08,4/15/25 22:13,100,332,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,In-person only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,About Rag I would like to learn.
4/16/25 11:49,4/16/25 11:57,100,510,TRUE,,,,,42.3797,-71.1034,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,Intermediate knowledge,"ChatGPT,Claude",,Extensively (multiple times daily),"Writing assistance,Programming/coding,Creative projects",,Extremely interested,Academic requirements,,Cost,,In-person only,1 hour,Weekday mornings,"Yes, definitely",Just 1,Very interested,Slightly interested,Moderately interested,Slightly interested,Slightly interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,
4/16/25 16:37,4/16/25 16:39,100,83,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding",,Extremely interested,"Academic requirements,Career advancement",,"Cost,Time constraints",,No preference,1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/16/25 18:58,4/16/25 19:00,100,154,TRUE,,,,,42.3725,-71.1814,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,Weekday afternoons,"Yes, definitely",5-Apr,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,
4/17/25 5:47,4/17/25 5:52,100,291,TRUE,,,,,42.3427,-71.0922,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,ChatGPT,,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Moderately interested,"Career advancement,Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,Weekday afternoons,Probably, Unsure,Very interested,Moderately interested,Slightly interested,Moderately interested,Extremely interested,Very interested,Very interested,Extremely interested,Moderately interested,Slightly interested,
4/17/25 9:35,4/17/25 9:37,100,123,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekday afternoons","Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,AI agents
4/17/25 15:31,4/17/25 15:49,100,1125,TRUE,,,,,42.2796,-71.1282,anonymous,EN,35 - 44,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,Other: [text entry]",v0.dev,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Personal interest,Other: [text entry]",Time saving,"Time constraints,Scheduling conflicts",,No preference,1.5 hours,Weekend mornings,Probably,5-Apr,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,Preparation of dashboard for monthly work presentation(say MIS)
4/17/25 20:50,4/17/25 20:51,100,89,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Regularly (daily),"Programming/coding,Professional work",,Very interested,Career advancement,,,,Hybrid (mix of online and in-person),1.5 hours,"Weekday evenings,Weekend mornings,Weekend afternoons",Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/18/25 0:12,4/18/25 0:14,100,136,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics,I don't currently use AI",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Time constraints,Location/transportation",,Online only,2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons",Unsure,5-Apr,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/18/25 0:32,4/18/25 0:34,100,93,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,Claude,Midjourney,DALL-E",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Slightly interested,"Career advancement,Personal interest",,"Time constraints,Lack of prerequisites",,Online only,1.5 hours,Weekday afternoons,Probably,3-Feb,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,
4/18/25 5:47,4/18/25 5:50,100,177,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,AI music generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely",6 or more,Very interested,Very interested,Very interested,Slightly interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,AI for Embedded Systems (Edge AI)
4/18/25 9:18,4/18/25 9:19,100,90,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Learning new topics",,Very interested,"Career advancement,Staying current with technology",,"Cost,Time constraints",,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Extremely interested,Very interested,Extremely interested,Very interested,Very interested,Very interested,Very interested,
4/18/25 9:19,4/18/25 9:24,100,283,TRUE,,,,,42.3399,-71.1245,anonymous,EN,18 - 24,Female,Other: [text entry],Information Systems,Graduate student,,Greater Boston area (within 20 miles),,,Intermediate knowledge,"ChatGPT,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Programming/coding,Creative projects,Personal organization",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints",,Hybrid (mix of online and in-person),1.5 hours,Weekday evenings,Probably,3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Extremely interested,Extremely interested,Very interested,
4/18/25 9:39,4/18/25 9:41,100,132,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,Staying current with technology,,Scheduling conflicts,,Online only,1 hour,Weekday afternoons,"Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/18/25 9:55,4/18/25 9:57,100,131,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,"Cost,Scheduling conflicts",,Hybrid (mix of online and in-person),2.5+ hours,Weekday evenings,"Yes, definitely",3-Feb,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Extremely interested,
4/18/25 10:47,4/18/25 10:49,100,136,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Professional work",,Extremely interested,Career advancement,,Scheduling conflicts,,Hybrid (mix of online and in-person),1 hour,Weekday evenings,Probably,3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/18/25 11:43,4/18/25 11:47,100,259,TRUE,,,,,42.364,-71.0265,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,Greater Boston area (within 20 miles),,,Some experience,ChatGPT,,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects",,Extremely interested,"Career advancement,Personal interest",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Online only,1 hour,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely", Unsure,Not interested,Very interested,Extremely interested,Not interested,Slightly interested,Moderately interested,Very interested,Extremely interested,Slightly interested,Extremely interested,video/dance
4/18/25 12:51,4/18/25 13:02,100,644,TRUE,,,,,42.3364,-71.0326,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,No knowledge,"ChatGPT,Claude",,Rarely (few times a month),Academic research,,Not interested,Academic requirements,,Time constraints,,In-person only,1 hour,Weekday mornings,"Yes, definitely",6 or more,Not interested,Not interested,Slightly interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Na
4/18/25 13:03,4/18/25 13:05,100,127,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Personal interest,Specific project needs",,"Time constraints,Scheduling conflicts",,In-person only,1.5 hours,Weekday mornings,Unsure,3-Feb,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Extremely interested,Moderately interested,Not really
4/18/25 13:14,4/18/25 13:15,100,111,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Programming/coding,Creative projects,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,Scheduling conflicts,,Hybrid (mix of online and in-person),1 hour,Weekday evenings,Probably,3-Feb,Very interested,Moderately interested,Moderately interested,Moderately interested,Slightly interested,Slightly interested,Very interested,Moderately interested,Moderately interested,Moderately interested,
4/18/25 13:28,4/18/25 13:41,100,800,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,Engineering,,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Online only,1.5 hours,Weekend afternoons,"Yes, definitely",5-Apr,Moderately interested,Moderately interested,Very interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/18/25 13:44,4/18/25 13:48,100,236,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,Staying current with technology,,"Time constraints,Location/transportation",,Online only,2 hours,"Weekend mornings,Weekend afternoons","Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,
4/11/25 15:15,4/11/25 15:17,21,97,FALSE,,,,,42.2783,-71.1593,anonymous,EN,Under 18,Female,Business/Management,,Graduate student,,Within Boston city limits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 15:41,4/18/25 15:44,100,189,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",5-Apr,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Extremely interested,Extremely interested,
4/11/25 15:45,4/11/25 15:47,21,107,FALSE,,,,,42.2783,-71.1593,anonymous,EN,,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 15:47,4/18/25 15:50,100,181,TRUE,,,,,42.3364,-71.0326,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude,Stable Diffusion,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding",,Extremely interested,"Academic requirements,Career advancement,Personal interest",,"Cost,Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),2 hours,Weekday afternoons,Probably,3-Feb,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/11/25 15:56,4/11/25 15:56,3,13,FALSE,,,,,42.364,-71.0265,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 15:55,4/18/25 15:57,100,124,TRUE,,,,,42.3474,-71.1582,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,AI video generation tools",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Slightly interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Time constraints,,Online only,1 hour,Weekday evenings,Probably,3-Feb,Slightly interested,Not interested,Not interested,Slightly interested,Moderately interested,Not interested,Not interested,Not interested,Moderately interested,Moderately interested,
4/18/25 15:49,4/18/25 16:28,100,2327,TRUE,,,,,42.4597,-71.0638,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,ChatGPT,,Rarely (few times a month),"Academic research,Writing assistance",,Slightly interested,Career advancement,,Time constraints,,Online only,1.5 hours,Weekday evenings,Probably,3-Feb,Moderately interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/11/25 17:06,4/11/25 17:06,3,21,FALSE,,,,,42.428,-71.0618,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/25 17:13,4/11/25 17:13,21,37,FALSE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Engineering,,Graduate student,,International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 17:11,4/18/25 17:15,100,286,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Programming/coding,Creative projects,Learning new topics",,Very interested,"Career advancement,Staying current with technology,Specific project needs",,"Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekend mornings",Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,
